name,Michelin stars,year,latitude,longitude,city,region,zipCode,cuisine,price,url
Ryo Gastronomia,1,2019,-23.58132,-46.6767,São Paulo - 04531,Sao Paulo,1,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia
Saawaan,1,2019,13.721809,100.53741,Bangkok,Thailand,N/A,Thai Contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan
Sabi Omakase,1,2019,58.969936,5.7433133,Stavanger,Norway,4013,Sushi,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase
Sabor,1,2019,51.511368,-0.1396773,Mayfair,United Kingdom,W1B 4BR,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor
Saint Pierre,1,2018,1.285781,103.8538,Singapore,Singapore,N/A,French contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre
Saison,2,2019,37.76327,-122.41543,San Francisco,California,94107,Californian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison
Salt,1,2019,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,N/A,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869
Samphire,1,2019,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,JE2 4TQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987
Saneh Jaan,1,2019,13.735739,100.54605,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan
Satsuki,1,2019,40.801243,-73.95187,New York,New York City,10036,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki
SAV,1,2019,55.53376,13.00537,Malmö,Sweden,21875,Creative,$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav
Savelberg,1,2019,13.738216,100.54642,Bangkok,Thailand,N/A,French contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg
Schwa,1,2019,41.90888,-87.66792,Chicago,Chicago,60662,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/schwa
SENNS.Restaurant,2,2019,47.83636,13.06389,Salzburg,Austria,5020,Creative,$$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant
Senses,1,2019,52.244583,21.005886,Warszawa,Poland,00 085,Modern cuisine,$$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses
Sepia,1,2019,41.88394,-87.64247,Chicago,Chicago,60661,American,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia
Seven Park Place,1,2019,51.50623,-0.13998,Saint James's,United Kingdom,SW1A 1LS,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place
Shang Palace,1,2019,22.297325,114.177155,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace
Shibumi,1,2019,34.044155,-118.256134,Los Angeles,California,90014,Japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shibumi559644
SHIKI,1,2019,48.204067,16.37098,Wien,Austria,1010,Japanese,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/shiki
Shin Sushi,1,2019,34.15784,-118.49415,Los Angeles,California,91436,Japanese,$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shin-sushi
Shinji (Bras Basah Road),1,2018,1.2959028,103.8539,Singapore,Singapore,N/A,Sushi,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road
Shinji (Tanglin Road),1,2018,1.305821,103.8257,Singapore,Singapore,N/A,Sushi,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road
Shinji by Kanesaka,1,2019,22.149635,113.56397,Macau,Macau,N/A,Sushi,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka
Shisen Hanten,2,2018,1.302395,103.8365,Singapore,Singapore,N/A,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten
Shoukouwa,2,2018,1.2863698,103.854,Singapore,Singapore,N/A,Sushi,$$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa
Shoun RyuGin,2,2019,25.08258,121.5595,Taipei,Taipei,110,Japanese contemporary,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin
Shunji,1,2019,34.028496,-118.45195,Los Angeles,California,90064,Japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shunji
Silvio Nickol Gourmet Restaurant,2,2019,48.20558,16.37693,Wien,Austria,1010,Modern cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant
Simon Radley at Chester Grosvenor,1,2019,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor
Simpsons,1,2019,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons
SingleThread,3,2019,38.612164,-122.869705,San Francisco,California,95448,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread
Siren by RW,1,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw
SK Mat & Människor,1,2019,57.69688,11.98338,Göteborg,Sweden,412 55,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor
Sketch (The Lecture Room & Library),2,2019,51.51287,-0.14136,Mayfair,United Kingdom,W1S 2XG,Modern French,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library
Slotskøkkenet,1,2019,55.771236,11.390805,Hørve,Denmark,4534,Creative,$$$$,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet
Smyth,2,2019,41.885,-87.660736,Chicago,Chicago,60607,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth
Social Eating House,1,2019,51.51383,-0.13673,Soho,United Kingdom,W1F 7NR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house
Soigné,1,2019,37.49816,127.002,Seoul,South Korea,N/A,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne
Søllerød Kro,1,2019,55.81325,12.49548,København,Denmark,2840,Modern cuisine,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro
Somni,2,2019,34.070095,-118.37649,Los Angeles,California,90048,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni
Sons & Daughters,1,2019,37.79037,-122.40917,San Francisco,California,94108,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sons-daughters
Sorn,1,2019,13.723242,100.56848,Bangkok,Thailand,N/A,Southern Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn
Sorrel,1,2019,37.788334,-122.44614,San Francisco,California,94101,Californian,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sorrel
Sorrel,1,2019,51.228825,-0.3346741,Dorking,United Kingdom,RH4 2JU,Modern British,N/A,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459
Sosban & The Old Butchers,1,2019,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers
Spiaggia,1,2019,41.90062,-87.62457,Chicago,Chicago,60611,Italian,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia
Spondi,2,2019,37.96525,23.742971,Athína,Greece,116 36,French,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi
SPQR,1,2019,37.78732,-122.43375,San Francisco,California,94115,Italian,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spqr
Spring Moon,1,2019,22.294943,114.17182,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon
Spruce,1,2019,37.78772,-122.45264,San Francisco,California,94118,Californian,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spruce
Sra Bua by Kiin Kiin,1,2019,13.754137,100.53451,Bangkok,Thailand,N/A,Thai Contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin
St John,1,2019,51.52064,-0.10133,Clerkenwell,United Kingdom,EC1M 4AY,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john
Stand,1,2019,47.500244,19.059624,Budapest,Hungary,1061,Modern cuisine,$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand
Star Inn at Harome,1,2019,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome
State Bird Provisions,1,2019,37.783737,-122.43283,San Francisco,California,94115,American,$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/state-bird-provisions
Statholdergaarden,1,2019,59.90937,10.74305,Oslo,Norway,151,Classic cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden
Stay,1,2019,37.513004,127.10257,Seoul,South Korea,N/A,French contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay
Steirereck im Stadtpark,2,2019,48.20229,16.3805,Wien,Austria,1030,Creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark
Story,1,2019,51.50268,-0.07774,Bermondsey,United Kingdom,SE1 2JX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story
Stud!o at The Standard,1,2019,55.67799,12.59191,København,Denmark,1058 K,Creative,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard
Suan Thip,1,2019,13.926962,100.502144,Bangkok,Thailand,N/A,Thai,$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip
Substans,1,2019,56.15415,10.20372,Aarhus,Denmark,8000,Modern cuisine,$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans
Sühring,2,2019,13.710947,100.545654,Bangkok,Thailand,N/A,European contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring
Summer Palace,1,2019,22.277136,114.1643,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace
Summer Palace,1,2018,1.3043848,103.825,Singapore,Singapore,N/A,Cantonese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658
Summer Pavilion,1,2018,1.291284,103.8603,Singapore,Singapore,N/A,Cantonese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion
Sun Tung Lok,2,2019,22.30099,114.17221,Hong Kong,Hong Kong,N/A,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok
Sushi Amamoto,2,2019,25.037945,121.55487,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto
Sushi Amane,1,2019,40.75133,-73.971725,New York,New York City,10017,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane
Sushi Ginza Onodera,2,2019,34.08238,-118.37654,Los Angeles,California,N/A,Japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850
Sushi Ginza Onodera,2,2019,40.752396,-73.981575,New York,New York City,10017,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera
Sushi Ichi,1,2018,1.305105,103.8324,Singapore,Singapore,N/A,Sushi,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi
Sushi Inoue,1,2019,40.810448,-73.943726,New York,New York City,10027,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue
Sushi Kimura,1,2018,1.3063719,103.829475,Singapore,Singapore,N/A,Sushi,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura
Sushi Nakazawa,1,2019,40.731716,-74.00451,New York,New York City,10014,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa
Sushi Nomura,1,2019,25.03618,121.55465,Taipei,Taipei,110,Sushi,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura
Sushi Noz,1,2019,40.77384,-73.958275,New York,New York City,N/A,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz
Sushi Ryu,1,2019,25.055832,121.52724,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu
Sushi Saito,2,2019,22.286467,114.15677,Hong Kong,Hong Kong,N/A,Sushi,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito
Sushi Shikon,3,2019,22.28511,114.15208,Hong Kong,Hong Kong,N/A,Sushi,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon
Sushi Sho,1,2019,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho
Sushi Taro,1,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro
Sushi Tokami,1,2019,22.296112,114.16916,Hong Kong,Hong Kong,N/A,Sushi,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami
Sushi Wadatsumi,1,2019,22.281038,114.15646,Hong Kong,Hong Kong,N/A,Sushi,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi
Sushi Yasuda,1,2019,40.75108,-73.97364,New York,New York City,10017,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda
Sushi Yoshizumi,1,2019,37.565075,-122.3211,San Francisco,California,94401,Japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi
T'ang Court,3,2019,22.296572,114.1698,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court
Ta Vie,2,2019,22.282766,114.15529,Hong Kong,Hong Kong,N/A,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie
Table for Four,1,2019,37.49769,126.99442,Seoul,South Korea,N/A,European contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four
Taco María,1,2019,33.69475,-117.924965,Costa Mesa,California,92626,Mexican,$$$,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/taco-maria
Tail Up Goat,1,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat
Tainan Tan Tsu Mien Seafood,1,2019,25.03799,121.4984,Taipei,Taipei,110,Seafood,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood
Taïrroir,2,2019,25.082718,121.559296,Taipei,Taipei,110,Innovative,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir
Takumi by Daisuke Mori,1,2019,22.276512,114.17718,Hong Kong,Hong Kong,N/A,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori
Tangará Jean-Georges,1,2019,-23.634005,-46.72428,São Paulo - 05706,Sao Paulo,290,modern,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges
Tate,1,2019,22.280996,114.15276,Hong Kong,Hong Kong,N/A,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate
Temporis,1,2019,41.898907,-87.66725,Chicago,Chicago,N/A,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/temporis
Tempura Matsui,1,2019,40.74839,-73.97474,New York,New York City,10158,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui
Tenku RyuGin,2,2019,22.30331,114.16021,Hong Kong,Hong Kong,N/A,Japanese,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin
Texture,1,2019,51.51488,-0.15664,Marylebone,United Kingdom,W1H 7BY,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture
The Araki,3,2019,51.511826,-0.140389,Mayfair,United Kingdom,W1S 3BF,Japanese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki
The Cellar,1,2019,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar
The Checkers,1,2019,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,N/A,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers
The Clocktower,1,2019,40.7414,-73.987595,New York,New York City,10010,Contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower
The Clove Club,1,2019,51.52711,-0.07927,Shoreditch,United Kingdom,EC1V 9LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club
The Coach,1,2019,51.571712,-0.7772678,Marlow,United Kingdom,SL7 2LS,Modern British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach
The Cross at Kenilworth,1,2019,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth
The Dabney,1,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney
The Dining Room,1,2019,51.58376,-2.14954,Malmesbury,United Kingdom,SN16 0RB,Asian influences,N/A,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454
The Eight,3,2019,22.190475,113.54341,Macau,Macau,N/A,Chinese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight
The Finch,1,2019,40.68704,-73.96297,New York,New York City,11238,American,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch
The French Laundry,3,2019,38.40443,-122.36474,San Francisco,California,94599,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry
The Glasshouse,1,2019,51.4771,-0.28574,Kew,United Kingdom,TW9 3PZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse
The Golden Peacock,1,2019,22.148178,113.56335,Macau,Macau,N/A,Indian,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock
The Guest House,2,2019,25.04486,121.52198,Taipei,Taipei,110,Sichuan-Huai Yang,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house
The Inn at Little Washington,3,2019,38.713623,-78.16208,"Washington, D.C.",Washington DC,22747,American,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington
The Kitchen,1,2019,38.58894,-121.41424,Sacramento,California,95825,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-sacramento/restaurant/the-kitchen559371
The Kitchen,1,2019,22.191442,113.543,Macau,Macau,N/A,Steakhouse,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810
The Man Behind The Curtain,1,2019,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,N/A,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain
The Modern,2,2019,40.76106,-73.97628,New York,New York City,10019,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern
The Musket Room,1,2019,40.723915,-73.99375,New York,New York City,10012,Contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room
The Neptune,1,2019,52.9511,0.50927,Hunstanton,United Kingdom,PE36 6HZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune
The Ninth,1,2019,51.51875,-0.1350068,Bloomsbury,United Kingdom,W1T 2NB,Mediterranean cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth
The Ocean,1,2019,22.235146,114.198524,Hong Kong,Hong Kong,N/A,French,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean
The Peat Inn,1,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn
The Progress,1,2019,37.78371,-122.43282,San Francisco,California,94115,Californian,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-progress
The Restaurant at Meadowood,3,2019,38.52025,-122.46479,San Francisco,California,94574,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood
The River Café,1,2019,40.703613,-73.994774,New York,New York City,11201,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe
The Song of India,1,2018,1.310767,103.8353,Singapore,Singapore,N/A,Indian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india
The Sportsman,1,2019,51.34392,0.95885,Seasalter,United Kingdom,CT5 4BP,Modern British,N/A,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman
The Square,1,2019,51.51069,-0.14401,Mayfair,United Kingdom,W1J 6PU,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391
The Tasting Room,2,2019,22.14958,113.56505,Macau,Macau,N/A,French contemporary,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room
The Village Pub,1,2019,37.42897,-122.25178,San Francisco,California,94062,Contemporary,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub
The Whitebrook,1,2019,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook
Thomas Carr @ The Olive Room,1,2019,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,N/A,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room
Thörnströms Kök,1,2019,57.69437,11.977609,Göteborg,Sweden,411 32,Classic cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok
Ti Trin Ned,1,2019,55.56659,9.752689,Fredericia,Denmark,7000,Modern cuisine,$$$,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned
Tian,1,2019,48.20513,16.37456,Wien,Austria,1010,Vegetarian,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/tian
Tien Hsiang Lo,1,2019,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo
Tim Allen's Flitch of Bacon,1,2019,51.86747,0.404134,Little Dunmow,United Kingdom,CM6 3HT,Modern British,N/A,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon
Tim Ho Wan (Sham Shui Po),1,2019,22.32805,114.16665,Hong Kong,Hong Kong,N/A,Dim Sum,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po
Tim's Kitchen,1,2019,22.189898,113.5439,Macau,Macau,N/A,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen
Tin Lung Heen,2,2019,22.30357,114.16007,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen
Topolobampo,1,2019,41.89047,-87.63085,Chicago,Chicago,60654,Mexican,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo
Tosca,1,2019,22.30357,114.16007,Hong Kong,Hong Kong,N/A,Italian,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519
Trinity,1,2019,51.46336,-0.14148,Clapham Common,United Kingdom,SW4 0JG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity
Trishna,1,2019,51.51834,-0.153031,Marylebone,United Kingdom,W1U 3DG,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna
Trois Mec,1,2019,34.084255,-118.33851,Los Angeles,California,90028,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/trois-mec
Tudor Room,1,2019,51.41759,-0.545847,Egham,United Kingdom,TW20 9UR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room
Tuju,2,2019,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,1,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju
Tuome,1,2019,40.724194,-73.9828,New York,New York City,10009,Fusion,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome
Tyddyn Llan,1,2019,52.92405,-3.44329,Llandrillo,United Kingdom,LL21 OST,Classic cuisine,N/A,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan
Umu,2,2019,51.5113,-0.14455,Mayfair,United Kingdom,W1J 6LX,Japanese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/umu
Uncle Boons,1,2019,40.721203,-73.99441,New York,New York City,10012,Thai,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons
Upper House,1,2019,57.69745,11.99021,Göteborg,Sweden,402 26,Creative,$$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house
Upstairs at Mikkeller,1,2019,13.727946,100.58844,Bangkok,Thailand,N/A,Innovative,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller
Urasawa,2,2019,34.067352,-118.40067,Los Angeles,California,90210,Japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa
